"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR"
"6007",6007,2014,"14-May-14","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",0,301.7,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6008",6008,2014,"01-Dec-14","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",1.29,301.61,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6009",6009,2015,"06-May-15","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,3.3,"Bleaching (% of population)",0,"ERG115",2.55,302,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6010",6010,2015,"29-Nov-15","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",1.51,301.08,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6011",6011,2016,"07-May-16","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",2.85,302.43,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6012",6012,2016,"13-Nov-16","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",5.16,301.1,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6013",6013,2017,"06-May-17","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",1.37,301.25,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6014",6014,2017,"12-Nov-17","Club Med (fringing reef)","French Polynesia",-16.5297,-151.728,2.2,"Bleaching (% of population)",0,"ERG115",0,300.63,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6015",6015,2011,"19-Mar-11","Sofitel Motu","French Polynesia",-16.5353,-151.728,1,"Bleaching (% of population)",15,"ERG115",0,301.27,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6016",6016,2011,"24-Sep-11","Sofitel Motu","French Polynesia",-16.5353,-151.728,1,"Bleaching (% of population)",0,"ERG115",0,299.45,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6017",6017,2012,"10-Sep-12","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",0,"ERG115",0,299.5,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6018",6018,2012,"03-Oct-12","Sofitel Motu","French Polynesia",-16.5353,-151.728,1,"Bleaching (% of population)",0,"ERG115",0,299.25,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6019",6019,2013,"22-Mar-13","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",15,"ERG115",0,302.3,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6020",6020,2014,"01-Mar-14","Sofitel Motu","French Polynesia",-16.5353,-151.728,3.5,"Bleaching (% of population)",0,"ERG115",1.07,302.04,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6021",6021,2014,"10-May-14","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",0,"ERG115",0,300.91,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6022",6022,2015,"14-Mar-15","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",4,"ERG115",1.44,302.02,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6023",6023,2015,"05-Sep-15","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",0,"ERG115",2.21,298.89,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6024",6024,2016,"12-Mar-16","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",10,"ERG115",1.04,302.78,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6025",6025,2016,"31-Aug-16","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",0,"ERG115",0,299.83,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6026",6026,2017,"11-Mar-17","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",15,"ERG115",3.71,302.88,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6027",6027,2017,"15-Oct-17","Sofitel Motu","French Polynesia",-16.5353,-151.728,1.2,"Bleaching (% of population)",0,"ERG115",0,299.99,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6028",6028,2011,"04-Apr-11","Pinacle Marara","French Polynesia",-16.5348,-151.73,1.2,"Bleaching (% of population)",0,"ERG115",0,301.57,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6029",6029,2011,"06-Oct-11","Pinacle Marara","French Polynesia",-16.5348,-151.73,1.2,"Bleaching (% of population)",8,"ERG115",0,299.2,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6030",6030,2012,"06-Mar-12","Pinacle Marara","French Polynesia",-16.5348,-151.73,1.2,"Bleaching (% of population)",0,"ERG115",0,302.05,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6031",6031,2012,"06-Sep-12","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",24,"ERG115",0,299.5,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6032",6032,2013,"26-Apr-13","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",8,"ERG115",2.06,301.75,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6033",6033,2014,"11-Mar-14","Pinacle Marara","French Polynesia",-16.5348,-151.73,8.5,"Bleaching (% of population)",5,"ERG115",1.07,302.1,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6034",6034,2014,"15-Sep-14","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",0,"ERG115",0,299.97,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6035",6035,2015,"07-Mar-15","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",0,"ERG115",1.44,302.32,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6036",6036,2015,"10-Oct-15","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",0,"ERG115",2.21,300.56,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6037",6037,2016,"20-Mar-16","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",10,"ERG115",1.04,302.17,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6038",6038,2016,"31-Aug-16","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",0,"ERG115",0,299.83,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6039",6039,2017,"11-Mar-17","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",15,"ERG115",3.71,302.88,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6040",6040,2017,"15-Oct-17","Pinacle Marara","French Polynesia",-16.5348,-151.73,2.8,"Bleaching (% of population)",0,"ERG115",0,299.99,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6041",6041,2011,"09-Apr-11","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",60,"ERG115",0,300.95,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6042",6042,2011,"06-Oct-11","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",20,"ERG115",0,299.48,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6043",6043,2012,"03-Mar-12","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",0,"ERG115",0,302.48,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6044",6044,2012,"19-Oct-12","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",0,"ERG115",0,299.45,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6045",6045,2013,"23-Mar-13","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",10,"ERG115",0,301.84,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6046",6046,2014,"09-Mar-14","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",0,"ERG115",2.16,303.46,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6047",6047,2014,"14-Sep-14","Matira","French Polynesia",-16.5526,-151.733,0.8,"Bleaching (% of population)",0,"ERG115",0,300.41,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6048",6048,2015,"12-Apr-15","Matira","French Polynesia",-16.5526,-151.733,0.8,"Bleaching (% of population)",0,"ERG115",1.36,302.14,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6049",6049,2015,"20-Sep-15","Matira","French Polynesia",-16.5526,-151.733,0.8,"Bleaching (% of population)",0,"ERG115",1.11,299.68,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6050",6050,2016,"09-Apr-16","Matira","French Polynesia",-16.5526,-151.733,0.8,"Bleaching (% of population)",40,"ERG115",2.43,303.19,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6051",6051,2017,"27-Mar-17","Matira","French Polynesia",-16.5526,-151.733,0.8,"Bleaching (% of population)",0,"ERG115",3.91,302.75,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6052",6052,2017,"16-Oct-17","Matira","French Polynesia",-16.5526,-151.733,1,"Bleaching (% of population)",0,"ERG115",1.02,299.7,34468.9582274184,27292.9558286667,9574.2449054718,"Non MPA",NA
"6053",6053,2011,"24-May-11","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",30,"ERG115",0,300.91,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6054",6054,2011,"15-Nov-11","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,300.2,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6055",6055,2012,"14-May-12","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,302.3,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6056",6056,2012,"23-Nov-12","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",1.07,301.29,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6057",6057,2013,"12-May-13","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,301.04,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6058",6058,2014,"13-May-14","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,300.77,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6059",6059,2014,"30-Nov-14","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,300.97,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6060",6060,2015,"10-May-15","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",10,"ERG115",1.61,301.89,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6061",6061,2015,"17-Dec-15","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",10,"ERG115",1.51,301.75,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6062",6062,2016,"06-May-16","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",10,"ERG115",4.97,302.26,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6063",6063,2016,"06-Nov-16","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",5.7,301.11,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6064",6064,2017,"21-May-17","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",50,"ERG115",2.11,301.1,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6065",6065,2017,"12-Nov-17","Sofitel Marara","French Polynesia",-16.5336,-151.734,1.8,"Bleaching (% of population)",0,"ERG115",0,300.63,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6066",6066,2011,"09-Apr-11","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",0,300.95,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6067",6067,2011,"20-Oct-11","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",0,299.69,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6068",6068,2012,"03-Sep-12","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",10,"ERG115",0,299.29,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6069",6069,2012,"04-Sep-12","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",10,"ERG115",0,299.29,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6070",6070,2013,"31-Mar-13","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",0,302.6,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6071",6071,2014,"02-Apr-14","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",10,"ERG115",3.57,301.67,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6072",6072,2014,"12-Sep-14","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",0,300.41,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6073",6073,2015,"21-Mar-15","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",1.4,302.14,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6074",6074,2015,"04-Oct-15","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",1.11,299.57,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6075",6075,2016,"02-Apr-16","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",1.1,303.22,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6076",6076,2016,"24-Sep-16","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",1.23,300.61,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6077",6077,2017,"12-Mar-17","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",50,"ERG115",2.61,303.35,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6078",6078,2017,"11-Sep-17","Povai","French Polynesia",-16.5427,-151.741,2,"Bleaching (% of population)",0,"ERG115",1.02,299.52,34468.9582274184,25824.8104057312,8783.63473701477,"Non MPA",NA
"6079",6079,2011,"23-May-11","Hotel Bora Bora","French Polynesia",-16.5353,-151.748,2,"Bleaching (% of population)",0,"ERG115",0,300.91,34468.9582274184,25824.8104057312,7764.17483711243,"Non MPA",NA
"6080",6080,2011,"25-Nov-11","Hotel Bora Bora","French Polynesia",-16.5353,-151.748,2,"Bleaching (% of population)",0,"ERG115",0,300.27,34468.9582274184,25824.8104057312,7764.17483711243,"Non MPA",NA
"6081",6081,2012,"13-May-12","Hotel Bora Bora","French Polynesia",-16.5353,-151.748,2,"Bleaching (% of population)",0,"ERG115",0,302.3,34468.9582274184,25824.8104057312,7764.17483711243,"Non MPA",NA
"6082",6082,2012,"17-Nov-12","Hotel Bora Bora","French Polynesia",-16.5353,-151.748,2,"Bleaching (% of population)",0,"ERG115",1.07,301.39,34468.9582274184,25824.8104057312,7764.17483711243,"Non MPA",NA
"6083",6083,2013,"01-Jun-13","Hotel Bora Bora","French Polynesia",-16.5353,-151.748,2,"Bleaching (% of population)",0,"ERG115",0,302,34468.9582274184,25824.8104057312,7764.17483711243,"Non MPA",NA
"6084",6084,2011,"11-May-11","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,300.7,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6085",6085,2011,"03-Dec-11","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,301.76,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6086",6086,2012,"26-May-12","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,302.07,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6087",6087,2014,"14-May-14","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,301.58,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6088",6088,2014,"01-Dec-14","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,300.97,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6089",6089,2015,"10-May-15","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",1.61,301.89,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6090",6090,2015,"21-Nov-15","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",1.51,300.84,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6091",6091,2016,"10-May-16","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",4.97,302.26,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6092",6092,2016,"12-Nov-16","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",5.7,301.07,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6093",6093,2017,"07-May-17","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",3.19,301.25,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6094",6094,2017,"19-Nov-17","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",75,"ERG115",0,300.14,34468.9582274184,24047.185344696,7918.18222999573,"Non MPA",NA
"6095",6095,2011,"28-May-11","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,300.57,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
"6096",6096,2011,"21-Nov-11","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,300.49,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
"6097",6097,2012,"29-May-12","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,302.07,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
"6098",6098,2012,"27-Dec-12","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",1.07,301.51,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
"6099",6099,2013,"31-May-13","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,302,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
"6100",6100,2014,"18-May-14","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,301.58,34468.9582274184,24075.9554138184,7918.18222999573,"Non MPA",NA
