"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"9173",2009,"07-Nov-09","Columbus Park","Jamaica",18.4653,-77.4139,5,"Bleaching (% of population)",5,"ERG139",1.09,301.66,2546383.13224564,691586.615924835,118075.925128937,"Non MPA",NA,2530861.27768567,580102.050152779,137024.633978844
"9174",2009,"07-Nov-09","Columbus Park","Jamaica",18.4653,-77.4139,9,"Bleaching (% of population)",5,"ERG139",1.09,301.66,2546383.13224564,691586.615924835,118075.925128937,"Non MPA",NA,2530861.27768567,580102.050152779,137024.633978844
"9255",2009,"26-Sep-09","Little Bay","Jamaica",18.2095,-78.2596,5,"Bleaching (% of population)",135,"ERG139",3.69,304.136666666667,918605.646016911,361437.038862064,110147.913537979,"MPA",1998,895372.629390836,347695.874876499,140183.553015113
"9256",2009,"26-Sep-09","Little Bay","Jamaica",18.2095,-78.2596,8,"Bleaching (% of population)",100,"ERG139",3.69,304.136666666667,918605.646016911,361437.038862064,110147.913537979,"MPA",1998,895372.629390836,347695.874876499,140183.553015113
"9272",2009,"27-Sep-09","Ireland Pen","Jamaica",18.3609,-78.3433,5,"Bleaching (% of population)",0,"ERG139",4.44,303.85,772493.459859684,266667.38442786,88748.9766693115,"MPA",2009,797485.671584129,299902.099294066,109990.057604909
"9273",2009,"27-Sep-09","Ireland Pen","Jamaica",18.3609,-78.3433,10,"Bleaching (% of population)",5,"ERG139",4.44,303.85,772493.459859684,266667.38442786,88748.9766693115,"MPA",2009,797485.671584129,299902.099294066,109990.057604909
"9292",2009,"26-Sep-09","Bloody Bay (Gallery)","Jamaica",18.3419,-78.3557,5,"Bleaching (% of population)",5,"ERG139",4.44,303.85,768032.827047184,256413.033353642,88621.8984699249,"MPA",1998,788395.479897499,273732.94828546,106697.419200063
"9293",2009,"26-Sep-09","Bloody Bay (Gallery)","Jamaica",18.3419,-78.3557,9,"Bleaching (% of population)",90,"ERG139",4.44,303.85,768032.827047184,256413.033353642,88621.8984699249,"MPA",1998,788395.479897499,273732.94828546,106697.419200063
"9297",2009,"26-Sep-09","El Punto Negrilo","Jamaica",18.2618,-78.3663,6,"Bleaching (% of population)",20,"ERG139",2.66,304.02,778194.413839176,237023.237897709,80076.4207954407,"MPA",1998,793950.0317626,237997.983513236,98107.366040349
"9298",2009,"26-Sep-09","El Punto Negrilo","Jamaica",18.2618,-78.3663,10,"Bleaching (% of population)",30,"ERG139",2.66,304.02,778194.413839176,237023.237897709,80076.4207954407,"MPA",1998,793950.0317626,237997.983513236,98107.366040349
"9313",2009,"06-Aug-09","Turtle Rocks","Bahamas",25.6626,-79.3077,5,"Bleaching (% of population)",0,"ERG141",10.03,302.74,1471677.35472725,1401.79616922699,1325.90373516083,"Non MPA",NA,1469673.56158843,1877.30801654235,1863.93297377229
"9314",2009,"16-Aug-09","Turtle Rocks","Bahamas",25.6626,-79.3077,5,"Bleaching (% of population)",4,"ERG141",10.03,303.1,1471677.35472725,1401.79616922699,1325.90373516083,"Non MPA",NA,1469673.56158843,1877.30801654235,1863.93297377229
"9374",2009,"15-Jul-09","Fort Lauderdale Caves","USA-FL",26.1268,-80.0918,9.3,"Bleaching (% of population)",0,"ERG141",3.4025,302.48,5574284.82699776,3951785.4795092,1660989.26513672,"Non MPA",NA,5515831.32828212,3866337.96230408,1701763.3989186
"9375",2009,"13-Dec-09","Fort Lauderdale Caves","USA-FL",26.1268,-80.0918,10,"Bleaching (% of population)",1,"ERG141",9.09,299.7475,5574284.82699776,3951785.4795092,1660989.26513672,"Non MPA",NA,5515831.32828212,3866337.96230408,1701763.3989186
"9389",2009,"06-Mar-09","El Avion","Honduras",15.9538,-86.4736,6,"Bleaching (% of population)",0,"ERG136",0,299.09,783334.042020873,340537.329721601,17450.9365758896,"MPA",2003,763884.239565216,320907.128613248,20867.7542910576
"9390",2009,"12-Mar-09","El Avion","Honduras",15.9538,-86.4736,12,"Bleaching (% of population)",0,"ERG136",0,299.9,783334.042020873,340537.329721601,17450.9365758896,"MPA",2003,763884.239565216,320907.128613248,20867.7542910576
"9391",2009,"18-Mar-09","El Avion","Honduras",15.9538,-86.4736,6,"Bleaching (% of population)",0,"ERG136",0,300.61,783334.042020873,340537.329721601,17450.9365758896,"MPA",2003,763884.239565216,320907.128613248,20867.7542910576
"9392",2009,"18-Mar-09","El Avion","Honduras",15.9538,-86.4736,12,"Bleaching (% of population)",0,"ERG136",0,300.61,783334.042020873,340537.329721601,17450.9365758896,"MPA",2003,763884.239565216,320907.128613248,20867.7542910576
"9397",2009,"05-Mar-09","Pelican Point 4","Honduras",15.9728,-86.4889,6,"Bleaching (% of population)",0,"ERG136",0,298.84,781401.312912063,322139.295516014,11278.5109205246,"MPA",2003,761013.877616785,312298.179310873,12434.7416176796
"9398",2009,"10-Mar-09","Pelican Point 4","Honduras",15.9728,-86.4889,12,"Bleaching (% of population)",0,"ERG136",0,298.84,781401.312912063,322139.295516014,11278.5109205246,"MPA",2003,761013.877616785,312298.179310873,12434.7416176796
"9399",2009,"18-Mar-09","Pelican Point 4","Honduras",15.9728,-86.4889,6,"Bleaching (% of population)",1,"ERG136",0,300.18,781401.312912063,322139.295516014,11278.5109205246,"MPA",2003,761013.877616785,312298.179310873,12434.7416176796
"9400",2009,"18-Mar-09","Pelican Point 4","Honduras",15.9728,-86.4889,12,"Bleaching (% of population)",40,"ERG136",0,300.18,781401.312912063,322139.295516014,11278.5109205246,"MPA",2003,761013.877616785,312298.179310873,12434.7416176796
"9409",2009,"23-Mar-09","Pelican Point 0.5","Honduras",15.9775,-86.4803,6,"Bleaching (% of population)",0,"ERG136",0,300.18,774914.507423476,319395.953386457,11144.9359998703,"MPA",2003,757233.876240812,312431.471246392,10311.7373147011
"9410",2009,"23-Mar-09","Pelican Point 0.5","Honduras",15.9775,-86.4803,12,"Bleaching (% of population)",13,"ERG136",0,300.18,774914.507423476,319395.953386457,11144.9359998703,"MPA",2003,757233.876240812,312431.471246392,10311.7373147011
"9411",2009,"24-Mar-09","Pelican Point 0.5","Honduras",15.9775,-86.4803,6,"Bleaching (% of population)",140,"ERG136",0,300.18,774914.507423476,319395.953386457,11144.9359998703,"MPA",2003,757233.876240812,312431.471246392,10311.7373147011
"9412",2009,"24-Mar-09","Pelican Point 0.5","Honduras",15.9775,-86.4803,12,"Bleaching (% of population)",5,"ERG136",0,300.18,774914.507423476,319395.953386457,11144.9359998703,"MPA",2003,757233.876240812,312431.471246392,10311.7373147011
"9415",2009,"11-Mar-09","Dicky C","Honduras",15.9789,-86.4813,6,"Bleaching (% of population)",1,"ERG136",0,299.79,774596.656227187,319395.953386457,11144.9359998703,"MPA",2003,757099.338799946,310665.178086892,9124.17156457901
"9416",2009,"11-Mar-09","Dicky C","Honduras",15.9789,-86.4813,12,"Bleaching (% of population)",2,"ERG136",0,299.79,774596.656227187,319395.953386457,11144.9359998703,"MPA",2003,757099.338799946,310665.178086892,9124.17156457901
"9417",2009,"12-Mar-09","Pelican Point 0","Honduras",15.9781,-86.4844,6,"Bleaching (% of population)",0,"ERG136",0,299.79,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758187.494692169,311006.694773167,9795.35862970352
"9418",2009,"12-Mar-09","Pelican Point 0","Honduras",15.9781,-86.4844,12,"Bleaching (% of population)",5,"ERG136",0,299.79,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758187.494692169,311006.694773167,9795.35862970352
"9419",2009,"19-Mar-09","Pelican Point 0","Honduras",15.9781,-86.4844,6,"Bleaching (% of population)",123,"ERG136",0,300.18,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758187.494692169,311006.694773167,9795.35862970352
"9420",2009,"19-Mar-09","Pelican Point 0","Honduras",15.9781,-86.4844,12,"Bleaching (% of population)",15,"ERG136",0,300.18,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758187.494692169,311006.694773167,9795.35862970352
"9425",2009,"11-Mar-09","Pelican Point Buoy 2","Honduras",15.9785,-86.4844,6,"Bleaching (% of population)",1,"ERG136",0,299.79,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758038.407637946,310833.955219716,9764.30053758621
"9426",2009,"11-Mar-09","Pelican Point Buoy 2","Honduras",15.9785,-86.4844,12,"Bleaching (% of population)",2,"ERG136",0,299.79,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758038.407637946,310833.955219716,9764.30053758621
"9427",2009,"19-Mar-09","Pelican Point Buoy 2","Honduras",15.9785,-86.4844,6,"Bleaching (% of population)",0,"ERG136",0,300.18,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758038.407637946,310833.955219716,9764.30053758621
"9428",2009,"19-Mar-09","Pelican Point Buoy 2","Honduras",15.9785,-86.4844,12,"Bleaching (% of population)",0,"ERG136",0,300.18,776139.240028457,323296.402116925,11144.9359998703,"MPA",2003,758038.407637946,310833.955219716,9764.30053758621
"9433",2009,"19-Mar-09","Pelican Point 2.5","Honduras",15.9783,-86.485,6,"Bleaching (% of population)",225,"ERG136",0,300.18,776103.639125899,323296.402116925,11144.9359998703,"MPA",2003,758249.902326427,310854.154953927,9764.30053758621
"9434",2009,"19-Mar-09","Pelican Point 2.5","Honduras",15.9783,-86.485,12,"Bleaching (% of population)",0,"ERG136",0,300.18,776103.639125899,323296.402116925,11144.9359998703,"MPA",2003,758249.902326427,310854.154953927,9764.30053758621
"9447",2009,"05-Mar-09","The Arena","Honduras",15.9542,-86.5178,8,"Bleaching (% of population)",0,"ERG136",0,298.94,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,775047.026222668,313366.408723816,21150.5016329288
"9448",2009,"09-Mar-09","The Arena","Honduras",15.9542,-86.5178,12,"Bleaching (% of population)",0,"ERG136",0,298.94,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,775047.026222668,313366.408723816,21150.5016329288
"9449",2009,"21-Mar-09","The Arena","Honduras",15.9542,-86.5178,6,"Bleaching (% of population)",141,"ERG136",0,300.4,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,775047.026222668,313366.408723816,21150.5016329288
"9450",2009,"21-Mar-09","The Arena","Honduras",15.9542,-86.5178,12,"Bleaching (% of population)",10,"ERG136",0,300.4,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,775047.026222668,313366.408723816,21150.5016329288
"9459",2009,"06-Mar-09","Cayo Timon","Honduras",15.9379,-86.5231,6,"Bleaching (% of population)",0,"ERG136",0,298.94,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,786312.444236837,327146.643531188,24718.2360165119
"9460",2009,"23-Mar-09","Cayo Timon","Honduras",15.9379,-86.5231,6,"Bleaching (% of population)",1,"ERG136",0,300.4,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,786312.444236837,327146.643531188,24718.2360165119
"9461",2009,"23-Mar-09","Cayo Timon","Honduras",15.9379,-86.5231,12,"Bleaching (% of population)",2,"ERG136",0,300.4,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,786312.444236837,327146.643531188,24718.2360165119
"9462",2009,"25-Mar-09","Cayo Timon","Honduras",15.9379,-86.5231,12,"Bleaching (% of population)",25,"ERG136",0,301.16,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,786312.444236837,327146.643531188,24718.2360165119
"9485",2009,"07-May-09","Ragged","Belize",16.0952,-88.2917,6,"Bleaching (% of population)",0,"ERG136",0,301.13,1961389.94923355,130924.876333337,1.57898885011673,"MPA",1996,1958046.10606628,104244.121105089,0.488713142927736
"9491",2009,"04-Mar-09","Pelican Point 3","Honduras",15.9786,-86.4788,9,"Bleaching (% of population)",0,"ERG136",0,298.84,774914.507423476,320326.914507062,11144.9359998703,"MPA",2003,756698.053054146,312265.905400097,9341.54283380508
"28",2010,"21-Sep-10","Sea Bell","Malaysia",5.95239,102.708,5,"Bleaching (% of population)",6,"ERG049",6.85,304.57,2212745.49674125,578923.225608706,31855.2677497864,"Non MPA",NA,2207554.38858473,547652.925280832,42884.261629194
"39",2010,"22-Sep-10","Batu Nisan","Malaysia",5.92131,102.725,5,"Bleaching (% of population)",9,"ERG049",7.44,304.66,2211140.62304344,464664.847602725,46699.8644294739,"MPA",1994,2218324.49725934,455503.74678972,49918.3051463068
"43",2010,"23-Sep-10","Tiga Ruang Reef","Malaysia",5.91697,102.754,9,"Bleaching (% of population)",0,"ERG049",15.72,304.64,2181861.07559725,395726.90525043,31162.4303474426,"Non MPA",NA,2189682.10766577,392000.188962694,31005.8777918518
"48",2010,"21-Sep-10","Tanjung Besi","Malaysia",5.92356,102.758,5,"Bleaching (% of population)",60,"ERG049",15.05,304.57,2164319.81535839,390522.67276752,31162.4303474426,"Non MPA",NA,2181419.77175658,385331.941091057,22269.5196141899
"81",2010,"16-Apr-10","KR24","Cambodia",10.6647,103.257,7,"Bleaching (% of population)",6,"ERG050",6.31333333333333,304.576666666667,416453.355735451,143034.892740637,6326.95583378524,"Non MPA",NA,406450.157527555,142350.242184397,2379.7228377685
"82",2010,"28-Sep-10","Coral Garden 3, Kapas","Malaysia",5.23222,103.26,8.5,"Bleaching (% of population)",20,"ERG049",2.07,303.61,847232.456647709,540329.280813217,305527.039108276,"Non MPA",NA,840882.122855803,535884.227834032,336125.059723526
"83",2010,"28-Sep-10","Coral Garden 1, Kapas","Malaysia",5.23306,103.261,5.5,"Bleaching (% of population)",40,"ERG049",2.07,303.61,847232.456647709,540329.280813217,305527.039108276,"Non MPA",NA,840722.15968821,535188.68574517,334687.109525591
"88",2010,"27-Sep-10","Teluk Jawa, Kapas","Malaysia",5.20889,103.268,5,"Bleaching (% of population)",20,"ERG049",2.07,303.61,840304.939966992,543372.009519577,293083.358322144,"Non MPA",NA,818950.01620323,544304.967773414,309115.033888489
"90",2010,"28-Sep-10","Silent Reef, Kapas","Malaysia",5.22694,103.269,8,"Bleaching (% of population)",40,"ERG049",2.07,303.61,847479.51182349,540167.123342514,305527.039108276,"Non MPA",NA,827400.812517991,536762.294858191,318686.58680287
"91",2010,"17-Apr-10","KS02","Cambodia",10.6206,103.287,9,"Bleaching (% of population)",0,"ERG050",5.86625,304.65125,472786.765261322,153695.932004526,7949.249969244,"Non MPA",NA,462937.551817659,145735.354829814,20773.631736286
"98",2010,"22-Mar-10","KR17A","Cambodia",10.6688,103.292,4,"Bleaching (% of population)",1,"ERG050",5.18,304.23,476350.506761223,156632.284349993,8061.16192661971,"Non MPA",NA,468907.855685402,149332.033754993,23898.0434583649
"104",2010,"03-Apr-10","KK03","Cambodia",10.6292,103.295,8,"Bleaching (% of population)",0,"ERG050",5.21,303.32,475599.06465879,154498.015841558,52896.898406744,"Non MPA",NA,471493.906175975,148616.912910368,37032.7307210639
"105",2010,"17-Apr-10","KK03","Cambodia",10.6292,103.295,3,"Bleaching (% of population)",0,"ERG050",5.21,304.39,475599.06465879,154498.015841558,52896.898406744,"Non MPA",NA,471493.906175975,148616.912910368,37032.7307210639
"111",2010,"02-Apr-10","KK01A","Cambodia",10.6358,103.299,9,"Bleaching (% of population)",4,"ERG050",5.21,303.32,476727.906171471,156252.852433994,54015.7725617886,"Non MPA",NA,476480.739823747,150451.23000529,37035.719580479
"197",2010,"03-Jul-10","Pirates Reef","Malaysia",2.82417,104.157,6,"Bleaching (% of population)",120,"ERG049",12.6425,303.7575,122949.987927377,4084.80148333311,3439.99994182587,"MPA",1994,132756.533711337,4511.54546514992,3440.00005656853
"204",2010,"28-Sep-10","Sepoi","Malaysia",2.89806,104.052,6.5,"Bleaching (% of population)",0,"ERG049",17.03,304.09,163195.44630903,6021.87893694639,3355.19892024994,"MPA",1994,161404.142088466,6391.40111471433,3330.95144612715
"219",2010,"28-Sep-10","Batu Malang","Malaysia",2.90361,104.113,6.5,"Bleaching (% of population)",0,"ERG049",9.84,303.72,137077.796887338,3659.02308958769,3437.90637874603,"MPA",1994,137377.801177614,3893.53385288734,3439.39154441282
"232",2010,"22-Apr-10","Renggis Island North Side","Malaysia",2.80936,104.135,6,"Bleaching (% of population)",60,"ERG049",12.2625,304.425,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA,136986.283869409,6001.51156423334,3440.00005656853
"240",2010,"21-Apr-10","Soyak Island","Malaysia",2.81669,104.151,9.2,"Bleaching (% of population)",0,"ERG049",12.2625,304.425,125749.170844018,4694.01054400206,3439.99994182587,"Non MPA",NA,134355.903644406,5095.69645712618,3440.00005656853
"481",2010,"30-Apr-10","Siwa 4","Malaysia",4.27306,113.815,9,"Bleaching (% of population)",0,"ERG049",6.19,303.73,423857.09649682,266995.260725021,49934.1039104462,"Non MPA",NA,401324.738281853,269812.827987351,95491.2900209576
"482",2010,"29-May-10","Siwa 4","Malaysia",4.27306,113.815,9,"Bleaching (% of population)",8,"ERG049",4.97,303.28,423857.09649682,266995.260725021,49934.1039104462,"Non MPA",NA,401324.738281853,269812.827987351,95491.2900209576
"483",2010,"30-Jun-10","Siwa 4","Malaysia",4.27306,113.815,9,"Bleaching (% of population)",160,"ERG049",1.37,303.52,423857.09649682,266995.260725021,49934.1039104462,"Non MPA",NA,401324.738281853,269812.827987351,95491.2900209576
"484",2010,"04-Jul-10","Siwa 4","Malaysia",4.27306,113.815,8,"Bleaching (% of population)",175,"ERG049",1.37,303.52,423857.09649682,266995.260725021,49934.1039104462,"Non MPA",NA,401324.738281853,269812.827987351,95491.2900209576
"492",2010,"27-Feb-10","Siwa Penyu","Malaysia",4.27639,113.817,10,"Bleaching (% of population)",0,"ERG049",3.43,301.34,422030.23271203,266204.067792892,49523.6556377411,"Non MPA",NA,401571.417737841,269811.174108185,100039.429808632
"493",2010,"30-Jun-10","Siwa Penyu","Malaysia",4.27639,113.817,10,"Bleaching (% of population)",120,"ERG049",1.37,303.52,422030.23271203,266204.067792892,49523.6556377411,"Non MPA",NA,401571.417737841,269811.174108185,100039.429808632
"496",2010,"07-Mar-10","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",7,"ERG049",3.43,301.12,422008.997791529,265760.051710129,50224.0166759491,"Non MPA",NA,401941.943637195,270609.867540754,105930.609428421
"497",2010,"30-May-10","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",3,"ERG049",4.97,303.28,422008.997791529,265760.051710129,50224.0166759491,"Non MPA",NA,401941.943637195,270609.867540754,105930.609428421
"498",2010,"04-Jul-10","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",100,"ERG049",1.37,303.52,422008.997791529,265760.051710129,50224.0166759491,"Non MPA",NA,401941.943637195,270609.867540754,105930.609428421
"504",2010,"30-Apr-10","Anemone Centre","Malaysia",4.2925,113.826,11,"Bleaching (% of population)",0,"ERG049",6.55,303.82,419350.692524195,268329.848539352,60296.7100658417,"Non MPA",NA,402701.213300273,271967.80156628,116658.594535366
"505",2010,"30-Jun-10","Anemone Centre","Malaysia",4.2925,113.826,11,"Bleaching (% of population)",70,"ERG049",4.8,303.1,419350.692524195,268329.848539352,60296.7100658417,"Non MPA",NA,402701.213300273,271967.80156628,116658.594535366
"506",2010,"11-Jul-10","Anemone Centre","Malaysia",4.2925,113.826,11,"Bleaching (% of population)",50,"ERG049",2.94,303.12,419350.692524195,268329.848539352,60296.7100658417,"Non MPA",NA,402701.213300273,271967.80156628,116658.594535366
"508",2010,"07-Mar-10","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",7,"ERG049",2.15,301.1,419247.826687098,275199.299634933,60296.7100658417,"Non MPA",NA,402737.528339859,271982.820349611,116535.786320224
